       79	2019-03-01 03:30:03	2	3	1	0
       91	2019-03-01 03:31:06	2	3	1	0
       54	2019-03-01 03:46:25	2	0	1	0
       42	2019-03-01 04:00:02	2	3	1	0
       44	2019-03-01 04:00:08	2	3	1	0
       62	2019-03-01 04:00:19	2	3	1	0
       61	2019-03-01 04:00:22	2	3	1	0
       47	2019-03-01 04:00:36	2	3	1	0
       37	2019-03-01 04:11:51	2	0	1	0
       46	2019-03-01 04:53:08	2	0	1	0
       45	2019-03-01 05:10:04	2	0	1	0
      161	2019-03-01 05:27:44	2	0	1	0
      113	2019-03-01 05:35:33	2	3	1	0
      113	2019-03-01 05:35:41	2	0	1	0
       15	2019-03-01 05:38:29	2	0	1	0
       51	2019-03-01 05:40:44	2	0	1	0
       42	2019-03-01 05:45:27	2	0	1	0
       39	2019-03-01 05:47:31	2	0	1	0
       64	2019-03-01 05:55:19	2	1	1	0
       64	2019-03-01 05:55:30	2	0	1	0
       66	2019-03-01 05:56:06	2	0	1	0
      133	2019-03-01 05:57:05	2	0	1	0
      167	2019-03-01 06:00:02	2	3	1	0
      167	2019-03-01 06:00:08	2	0	1	0
      121	2019-03-01 06:00:32	2	1	1	0
      152	2019-03-01 06:01:25	2	1	1	0
      152	2019-03-01 06:03:37	2	0	1	0
       90	2019-03-01 06:04:29	2	1	1	0
       96	2019-03-01 06:04:59	2	0	1	0
       92	2019-03-01 06:05:54	2	3	1	0
       92	2019-03-01 06:06:09	2	0	1	0
      147	2019-03-01 06:07:05	2	3	1	0
      147	2019-03-01 06:10:47	2	0	1	0
       50	2019-03-01 06:13:23	2	0	1	0
      104	2019-03-01 06:16:31	2	0	1	0
      107	2019-03-01 06:19:14	2	0	1	0
       95	2019-03-01 06:19:43	2	3	1	0
       95	2019-03-01 06:19:48	2	0	1	0
       35	2019-03-01 06:20:07	2	0	1	0
      101	2019-03-01 06:23:28	2	3	1	0
      159	2019-03-01 06:26:45	2	3	1	0
        3	2019-03-01 06:30:11	2	0	1	0
       53	2019-03-01 06:30:42	2	0	1	0
       72	2019-03-01 06:32:01	2	1	1	0
      122	2019-03-01 06:35:35	2	3	1	0
      149	2019-03-01 06:37:53	2	3	1	0
      122	2019-03-01 06:38:16	2	0	1	0
      156	2019-03-01 06:41:52	2	2	1	0
       94	2019-03-01 06:42:17	2	0	1	0
       57	2019-03-01 06:43:09	2	0	1	0
       97	2019-03-01 06:44:46	2	0	1	0
      106	2019-03-01 06:45:16	2	3	1	0
      106	2019-03-01 06:45:30	2	0	1	0
      126	2019-03-01 06:52:41	2	0	1	0
      159	2019-03-01 06:54:45	2	0	1	0
       18	2019-03-01 06:55:13	2	0	1	0
      125	2019-03-01 06:56:19	2	0	1	0
       75	2019-03-01 06:57:26	2	0	1	0
      118	2019-03-01 06:58:40	2	0	1	0
      142	2019-03-01 06:58:54	2	0	1	0
      115	2019-03-01 07:00:26	2	0	1	0
        8	2019-03-01 07:00:38	2	0	1	0
       89	2019-03-01 07:01:51	2	0	1	0
       98	2019-03-01 07:03:08	2	0	1	0
      144	2019-03-01 07:04:40	2	1	1	0
      171	2019-03-01 07:04:50	2	1	1	0
       84	2019-03-01 07:05:08	2	0	1	0
      175	2019-03-01 07:05:26	2	0	1	0
       27	2019-03-01 07:08:19	2	0	1	0
       60	2019-03-01 07:11:56	2	0	1	0
       59	2019-03-01 07:18:19	2	0	1	0
       87	2019-03-01 07:18:27	2	3	1	0
       21	2019-03-01 07:18:34	2	0	1	0
       41	2019-03-01 07:18:37	2	0	1	0
       87	2019-03-01 07:18:50	2	0	1	0
       91	2019-03-01 07:21:29	2	0	1	0
      173	2019-03-01 07:25:18	2	0	1	0
       25	2019-03-01 07:26:39	2	0	1	0
       79	2019-03-01 07:28:36	2	0	1	0
       47	2019-03-01 07:29:37	2	0	1	0
       43	2019-03-01 07:30:11	2	0	1	0
      151	2019-03-01 07:32:23	2	0	1	0
       10	2019-03-01 07:34:36	2	0	1	0
       19	2019-03-01 07:35:16	2	0	1	0
       71	2019-03-01 07:36:38	2	0	1	0
      131	2019-03-01 07:37:05	2	0	1	0
       82	2019-03-01 07:37:12	2	0	1	0
       88	2019-03-01 07:38:15	2	0	1	0
       67	2019-03-01 07:39:01	2	0	1	0
      124	2019-03-01 07:39:56	2	0	1	0
      153	2019-03-01 07:40:54	2	0	1	0
      150	2019-03-01 07:41:43	2	0	1	0
      170	2019-03-01 07:42:04	2	0	1	0
       78	2019-03-01 07:42:19	2	0	1	0
      120	2019-03-01 07:43:26	2	0	1	0
      134	2019-03-01 07:43:40	2	0	1	0
       61	2019-03-01 07:43:50	2	0	1	0
      102	2019-03-01 07:46:01	2	0	1	0
      163	2019-03-01 07:46:39	2	0	1	0
       70	2019-03-01 07:50:51	2	0	1	0
       77	2019-03-01 07:51:47	2	0	1	0
        7	2019-03-01 07:52:53	2	0	1	0
       65	2019-03-01 07:53:03	2	0	1	0
       17	2019-03-01 07:54:10	2	0	1	0
       16	2019-03-01 07:54:57	2	0	1	0
       11	2019-03-01 07:55:25	2	0	1	0
      172	2019-03-01 07:55:47	2	0	1	0
        6	2019-03-01 07:56:39	2	0	1	0
      143	2019-03-01 07:57:03	2	0	1	0
       86	2019-03-01 07:57:08	2	0	1	0
      166	2019-03-01 08:00:39	2	0	1	0
      140	2019-03-01 08:00:58	2	0	1	0
       76	2019-03-01 08:02:52	2	0	1	0
      154	2019-03-01 08:04:26	2	0	1	0
      130	2019-03-01 08:05:35	2	0	1	0
       12	2019-03-01 08:05:59	2	0	1	0
       24	2019-03-01 08:06:06	2	0	1	0
      110	2019-03-01 08:06:11	2	0	1	0
        2	2019-03-01 08:06:31	2	0	1	0
       30	2019-03-01 08:07:53	2	0	1	0
       44	2019-03-01 08:08:23	2	0	1	0
      169	2019-03-01 08:08:28	2	0	1	0
       74	2019-03-01 08:08:42	2	0	1	0
